ticket,symbol,direction,entry_price,exit_price,size,pnl,open_time,close_time,reason,entry_reason,origin_id,tf
991,BTCUSDT,BULLISH,48705.58,48341.0,284.95518262175085,-103888.96048023843,2021-12-21 12:30:00,2021-12-21 15:30:00,Stop Loss,M30#8b0011ddd9dc MN1 Flow (Tide) (Discovery) [T1],,
983,BTCUSDT,BULLISH,45831.63,48144.73,269.48249334058374,623339.9553461059,2021-12-20 09:00:00,2021-12-23 00:00:00,Stop Loss,M30#59303f91e289 MN1 Flow (Tide) (Discovery) [T1],,
984,BTCUSDT,BULLISH,45878.55,48144.73,276.68307361307535,627013.6477604791,2021-12-20 14:30:00,2021-12-23 00:00:00,Stop Loss,M30#55c94680756c MN1 Flow (Tide) (Discovery) [T1],,
985,BTCUSDT,BULLISH,46391.53,48144.73,166.881853854816,292577.26617826417,2021-12-20 19:00:00,2021-12-23 00:00:00,Stop Loss,H1#f26fcb45e87e MN1 Flow (Tide) (Discovery) [T1],,
986,BTCUSDT,BULLISH,46391.53,48144.73,166.881853854816,292577.26617826417,2021-12-20 19:30:00,2021-12-23 00:00:00,Stop Loss,M30#0eadeb464d28 MN1 Flow (Tide) (Discovery) [T1],,
987,BTCUSDT,BULLISH,46676.54,48144.73,114.47314771826952,168068.3307484864,2021-12-21 01:00:00,2021-12-23 00:00:00,Stop Loss,H4#8249a8604bfa MN1 Flow (Tide) (Discovery) [T1],,
989,BTCUSDT,BULLISH,48584.19,48181.56,258.0258810328024,-103888.96048023843,2021-12-21 07:00:00,2021-12-23 00:00:00,Stop Loss,M30#7169991b4e43 MN1 Flow (Tide) (Discovery) [T1],,
992,BTCUSDT,BULLISH,48606.89,48240.47,277.8537778249935,-101811.18127063362,2021-12-21 21:00:00,2021-12-23 00:00:00,Stop Loss,H1#f1eef69b530c MN1 Flow (Tide) (Discovery) [T1],,
993,BTCUSDT,BULLISH,48606.89,48240.47,277.8537778249935,-101811.18127063362,2021-12-21 21:00:00,2021-12-23 00:00:00,Stop Loss,M30#a8c22320b18e MN1 Flow (Tide) (Discovery) [T1],,
994,BTCUSDT,BULLISH,49074.93,48330.02,136.6758148912394,-101811.18127063362,2021-12-21 22:30:00,2021-12-23 00:00:00,Stop Loss,M30#6e0e4c99b1c6 MN1 Flow (Tide) (Discovery) [T1],,
1001,BTCUSDT,BULLISH,51022.1,50678.84,343.04527439791275,-117753.72088982823,2021-12-24 08:00:00,2021-12-24 14:30:00,Stop Loss,M30#c0e0f01ed08c MN1 Flow (Tide) (Discovery) [T1],,
1000,BTCUSDT,BULLISH,50817.92,50477.41,345.81574958101095,-117753.72088982823,2021-12-24 05:00:00,2021-12-24 15:00:00,Stop Loss,M30#2110a1d987c3 MN1 Flow (Tide) (Discovery) [T1],,
1002,BTCUSDT,BULLISH,51029.98,50617.92,280.0530176965254,-115398.64647203164,2021-12-24 16:00:00,2021-12-24 22:00:00,Stop Loss,H4#f814514847a9 MN1 Flow (Tide) (Discovery) [T1],,
1003,BTCUSDT,BULLISH,51139.38,50528.96,189.04794481182134,-115398.64647203166,2021-12-24 19:30:00,2021-12-24 23:00:00,Stop Loss,M30#f8e38cdcf5a4 MN1 Flow (Tide) (Discovery) [T1],,
1004,BTCUSDT,BULLISH,51027.82,50528.96,231.32471329036505,-115398.64647203164,2021-12-24 20:00:00,2021-12-24 23:00:00,Stop Loss,H1#0a70e847f0de MN1 Flow (Tide) (Discovery) [T1],,
1005,BTCUSDT,BULLISH,50964.63,50650.26,356.0666955430619,-111936.68707787071,2021-12-25 07:00:00,2021-12-25 10:30:00,Stop Loss,M30#f8dc52694b62 MN1 Flow (Tide) (Discovery) [T1],,
988,BTCUSDT,BULLISH,46942.36,50382.1,251.88866375772918,866431.5122740108,2021-12-21 03:00:00,2021-12-25 17:00:00,Stop Loss,M30#bfa199deae04 MN1 Flow (Tide) (Discovery) [T1],,
995,BTCUSDT,BULLISH,48413.32,50382.1,237.73261909438,468043.2258206332,2021-12-23 12:00:00,2021-12-25 17:00:00,Stop Loss,H1#0b6b0c123247 MN1 Flow (Tide) (Discovery) [T1],,
996,BTCUSDT,BULLISH,48413.32,50382.1,419.9790316350286,826846.3179024111,2021-12-23 12:00:00,2021-12-25 17:00:00,Stop Loss,M30#45d547672ab1 MN1 Flow (Tide) (Discovery) [T1],,
997,BTCUSDT,BULLISH,48911.21,50382.1,118.55873469843067,174386.85728057462,2021-12-23 16:00:00,2021-12-25 17:00:00,Stop Loss,H4#bb492797516e MN1 Flow (Tide) (Discovery) [T1],,
998,BTCUSDT,BULLISH,48788.0,50382.1,271.3969781732943,432633.9229060481,2021-12-23 16:30:00,2021-12-25 17:00:00,Stop Loss,M30#d952c7aed9c5 MN1 Flow (Tide) (Discovery) [T1],,
1008,BTCUSDT,BULLISH,50901.01,50636.74,524.0880106290031,-138500.73856892876,2021-12-25 21:00:00,2021-12-25 22:00:00,Stop Loss,M30#4d6e25081edd MN1 Flow (Tide) (Discovery) [T1],,
1007,BTCUSDT,BULLISH,50846.61,50411.43,318.2608083297226,-138500.73856892876,2021-12-25 18:00:00,2021-12-25 23:30:00,Stop Loss,H1#4f08bb7cc0bf MN1 Flow (Tide) (Discovery) [T1],,
1006,BTCUSDT,BULLISH,50729.99,50108.39,222.81328598605066,-138500.73856892876,2021-12-25 17:30:00,2021-12-26 02:30:00,Stop Loss,M30#aa6e99c9ffa2 MN1 Flow (Tide) (Discovery) [T1],,
1009,BTCUSDT,BULLISH,49889.01,49651.38,565.3567159527765,-134345.71641186092,2021-12-26 07:30:00,2021-12-26 11:30:00,Stop Loss,M30#6c742bd39a53 MN1 Flow (Tide) (Discovery) [T1],,
1012,BTCUSDT,BULLISH,50330.01,50056.24,485.8175083016412,-133002.2592477423,2021-12-26 21:00:00,2021-12-26 21:00:00,Stop Loss,M30#5683f6cffc3b MN1 Flow (Tide) (Discovery) [T1],,
1018,BTCUSDT,BULLISH,51490.09,51013.41,276.2277348646195,-131672.2366552649,2021-12-27 17:00:00,2021-12-27 20:30:00,Stop Loss,M30#b5afa3811822 MN1 Flow (Tide) (Discovery) [T1],,
1014,BTCUSDT,BULLISH,50772.06,50417.73,371.60905555630893,-131672.2366552649,2021-12-27 06:00:00,2021-12-28 00:00:00,Stop Loss,M30#dbf761d029cd MN1 Flow (Tide) (Discovery) [T1],,
1016,BTCUSDT,BULLISH,50788.35,50359.88,307.3079484100743,-131672.2366552649,2021-12-27 12:00:00,2021-12-28 00:00:00,Stop Loss,H1#b1b70d0a3355 MN1 Flow (Tide) (Discovery) [T1],,
1017,BTCUSDT,BULLISH,51490.09,50565.06,142.34374739766824,-131672.2366552649,2021-12-27 17:00:00,2021-12-28 00:00:00,Stop Loss,H1#326492022fa6 MN1 Flow (Tide) (Discovery) [T1],,
1019,BTCUSDT,BULLISH,50788.35,50359.88,304.23486892597356,-130355.51428871225,2021-12-27 22:30:00,2021-12-28 00:00:00,Stop Loss,M30#84c66c12c9e1 MN1 Flow (Tide) (Discovery) [T1],,
1013,BTCUSDT,BULLISH,50963.96,50056.24,145.0582080986039,-131672.2366552649,2021-12-27 03:00:00,2021-12-28 00:30:00,Stop Loss,H1#5292eb0dd2a3 MN1 Flow (Tide) (Discovery) [T1],,
1010,BTCUSDT,BULLISH,49833.92,49983.92,484.3667258375906,72655.0088756386,2021-12-26 14:30:00,2021-12-28 01:30:00,Stop Loss,M30#5dfcb15aaae3 MN1 Flow (Tide) (Discovery) [T1],,
1011,BTCUSDT,BULLISH,50335.63,49633.92,189.5402078461793,-133002.2592477423,2021-12-26 21:00:00,2021-12-28 01:30:00,Stop Loss,H1#327ab9754cbf MN1 Flow (Tide) (Discovery) [T1],,
1015,BTCUSDT,BULLISH,51007.02,49529.35,89.10801238115752,-131672.2366552649,2021-12-27 12:00:00,2021-12-28 03:00:00,Stop Loss,H4#bd0e32dce40e MN1 Flow (Tide) (Discovery) [T1],,
999,BTCUSDT,BULLISH,50693.6,48516.33,54.08319633753664,-117753.72088982823,2021-12-23 19:00:00,2021-12-28 14:30:00,Stop Loss,M30#0f2265f934d2 MN1 Flow (Tide) (Discovery) [T1],,
1020,BTCUSDT,BEARISH,50322.99,47853.02,126.79129119381986,313170.6855099994,2021-12-28 01:00:00,2021-12-29 14:30:00,Stop Loss,M30#2e337d9fafa5 D1 Flow [T1],,
1021,BTCUSDT,BEARISH,49780.66,47853.02,85.43407608512287,164686.14242472683,2021-12-28 04:00:00,2021-12-29 14:30:00,Stop Loss,H1#d1b528014059 D1 Flow [T1],,
1022,BTCUSDT,BEARISH,49197.91,47853.02,342.62504163670496,460792.99224679044,2021-12-28 09:00:00,2021-12-29 14:30:00,Stop Loss,H1#d3e7be5c6226 D1 Flow [T1],,
1026,BTCUSDT,BULLISH,46898.14,46551.57,348.2336543856728,-120687.33760044252,2021-12-29 12:00:00,2021-12-29 23:00:00,Stop Loss,H1#2ddeab73e054 MN1 Flow (Tide) (Discovery) [T1],,
1027,BTCUSDT,BULLISH,46836.14,46529.92,394.11971001385297,-120687.33760044251,2021-12-29 12:00:00,2021-12-29 23:00:00,Stop Loss,M30#bfa199deae04 MN1 Flow (Tide) (Discovery) [T2],,
1023,BTCUSDT,BEARISH,49087.52,47583.54,339.00321244391824,509854.0514514028,2021-12-28 13:30:00,2021-12-30 12:00:00,Stop Loss,M30#c35a0cae5257 D1 Flow [T1],,
1024,BTCUSDT,BEARISH,49012.26,47583.54,326.28781659036275,466173.92931898346,2021-12-28 15:00:00,2021-12-30 12:00:00,Stop Loss,H1#dc5463fa0c45 D1 Flow [T1],,
1025,BTCUSDT,BEARISH,49012.26,47583.54,385.3240241385743,550520.1397672644,2021-12-28 15:30:00,2021-12-30 12:00:00,Stop Loss,M30#169fdd2125e6 D1 Flow [T1],,
1035,BTCUSDT,BULLISH,47334.97,46944.27,365.81922256366465,-142925.57025562538,2021-12-30 16:00:00,2021-12-30 21:00:00,Stop Loss,H1#1380eee80370 MN1 Flow (Tide) (Discovery) [T1],,
1036,BTCUSDT,BULLISH,47342.0,46944.27,359.353255363247,-142925.57025562538,2021-12-30 20:30:00,2021-12-30 21:00:00,Stop Loss,M30#82aa71e0b9f1 MN1 Flow (Tide) (Discovery) [T1],,
1037,BTCUSDT,BULLISH,46822.95,46972.95,495.0065693048958,74250.98539573437,2021-12-30 22:30:00,2021-12-31 17:00:00,Stop Loss,M30#bc2eff0823fa MN1 Flow (Tide) (Discovery) [T2],,
1028,BTCUSDT,BULLISH,46322.770000000004,46472.770000000004,234.88783394235287,35233.17509135293,2021-12-29 23:00:00,2021-12-31 18:30:00,Stop Loss,H4#8249a8604bfa MN1 Flow (Tide) (Discovery) [T2],,
1029,BTCUSDT,BULLISH,46180.265,46330.265,316.27742648233595,47441.613972350395,2021-12-29 23:00:00,2021-12-31 18:30:00,Stop Loss,H1#f26fcb45e87e MN1 Flow (Tide) (Discovery) [T2],,
1030,BTCUSDT,BULLISH,46180.265,46330.265,316.27742648233595,47441.613972350395,2021-12-29 23:00:00,2021-12-31 18:30:00,Stop Loss,M30#0eadeb464d28 MN1 Flow (Tide) (Discovery) [T2],,
1032,BTCUSDT,BULLISH,46650.95,46800.95,359.53499042512453,53930.24856376868,2021-12-30 04:00:00,2021-12-31 18:30:00,Stop Loss,H1#3447382749e0 MN1 Flow (Tide) (Discovery) [T1],,
1033,BTCUSDT,BULLISH,46650.95,46800.95,358.1430468515918,53721.45702773877,2021-12-30 04:00:00,2021-12-31 18:30:00,Stop Loss,M30#b913d8a6d312 MN1 Flow (Tide) (Discovery) [T1],,
1038,BTCUSDT,BULLISH,47160.01,46677.56,290.32450792934316,-140067.05885051287,2021-12-31 04:00:00,2021-12-31 18:30:00,Stop Loss,M30#927cebf4ca9c MN1 Flow (Tide) (Discovery) [T1],,
1039,BTCUSDT,BULLISH,47111.25,46785.95,430.5781089779023,-140067.05885051287,2021-12-31 07:00:00,2021-12-31 18:30:00,Stop Loss,H1#e9f81c01bfa5 MN1 Flow (Tide) (Discovery) [T1],,
1031,BTCUSDT,BULLISH,45969.0,46119.0,638.3004452512444,95745.06678768665,2021-12-30 00:00:00,2021-12-31 19:00:00,Stop Loss,H4#683bd5641846 MN1 Flow (Tide) (Discovery) [T3],,
1034,BTCUSDT,BULLISH,46953.32,46295.88,194.17755087954552,-127660.08905024886,2021-12-30 11:00:00,2021-12-31 19:00:00,Stop Loss,H1#d0a15dacb2fb MN1 Flow (Tide) (Discovery) [T1],,
1043,BTCUSDT,BULLISH,47279.57,46857.39,331.7702363710025,-140066.75839110994,2022-01-02 15:30:00,2022-01-02 18:00:00,Stop Loss,M30#2cb1c95c57c1 MN1 Flow (Tide) (Discovery) [T1],,
1044,BTCUSDT,BULLISH,47279.57,46910.2,379.20447895364794,-140066.75839110994,2022-01-02 16:00:00,2022-01-02 18:00:00,Stop Loss,H1#a337473515c9 MN1 Flow (Tide) (Discovery) [T1],,
1042,BTCUSDT,BULLISH,47018.78,46709.2,452.44123777734075,-140066.75839110994,2022-01-01 15:30:00,2022-01-02 18:30:00,Stop Loss,M30#59a1150e45c1 MN1 Flow (Tide) (Discovery) [T1],,
